,0,1,2,3,4,5,6,7
0,0.250869567842906,0.5080742367158858,0.25202880493808344,0.6285714285714286,0.5047619047619047,0.4727813104255336,0.5666666666666667,0.5370732139283841
1,0.5901727459337651,0.48006203406071707,0.5002294651337986,0.5426176460626074,0.34395000633807127,0.4440854321376708,0.45998154275902386,0.45998154275902386
2,0.2776139141099948,0.14132461452429135,0.2069383072702907,0.18252490140013528,0.11464817944669348,0.1310788934868005,0.23276223727962408,0.23942339000796542
3,0.35640010329328153,0.2695292839792386,0.23737422667568991,0.2920685212280689,0.37762651972390493,0.39784688753203035,0.4061739559667753,0.4271229169147298
4,0.2235008928667539,0.2840816590435667,0.2514278456733281,0.23987853015037108,0.31223264511065046,0.24633128896152143,0.32873919545934344,0.32873919545934344
5,0.5204497210462383,0.5743901876900437,0.5785571874335331,0.6123858647686286,0.5530469781948678,0.5646082122804748,0.6493991898201326,0.6377727147767457
6,0.31194665242043257,0.4781014850453818,0.36920101168398495,0.43462748075344015,0.34770817240064944,0.4107040097496807,0.4244459963317357,0.431765652764898
7,0.536310506020827,0.42722601324300025,0.5681973789681652,0.3740242832919851,0.4779217974653374,0.5217035020106688,0.5843612396159379,0.5681973789681652
8,0.28493458580085684,0.4700652394465347,0.3620672490289859,0.5130534552039342,0.3899935291075562,0.4354053392087536,0.5390325431517855,0.5219917815723351
9,0.5402198103806393,0.6170466215189003,0.5430254969102046,0.45505246387452475,0.531529524003696,0.5012244640386591,0.6198095280677652,0.6198095280677652
10,0.5369908768068932,0.4026589943541131,0.38972118954887863,0.49447860510753233,0.6551428544531989,0.4597193499557082,0.6712928861102724,0.6712928861102724
11,0.3262625602236837,0.2591525688868464,0.3520405454513154,0.25796333432215524,0.3256706241396936,0.38592825265862407,0.4256830476963575,0.45348950880605665
12,0.30570754634598685,0.4097901613160508,0.2311589484877031,0.46433154790844217,0.41565286265453527,0.42038530226317233,0.5014201904611503,0.4324662371813059
13,0.2746139871774282,0.415994365564904,0.23091042412978646,0.3335801807431336,0.27527881570206847,0.2460686700693216,0.37440184604746346,0.32801322803404137
14,0.10931899641577061,0.18863977474865337,-0.017921146953405017,0.13199748980874762,0.15800505624270095,0.3325214862374547,0.06058976646391747,0.06058976646391747
15,0.20497289793748072,0.2835769445117967,0.4777575921307878,0.14807490630947173,0.39408253362200574,0.30397029496979994,0.4419712738787462,0.4636835008013897
16,0.3464173711074475,0.38636363636363635,0.3731012536223182,0.7989949043284676,0.5397727272727273,0.5587376953345927,0.7095968730749328,0.7095968730749328
17,0.3006232385408722,0.14955890041534167,0.04113766756037212,0.28983356690262174,0.34645116407786697,0.20132468170456805,0.1977553649733088,0.106046069511325
18,0.3172851059061854,0.3809063071062039,0.364251551176812,0.5348295041537676,0.2327783596301007,0.4734211778891416,0.5086188873408878,0.5086188873408878
19,0.5702592353303637,0.27762854660518954,0.46780074285319984,0.3193451925132927,0.6313453403451318,0.28125,0.547740085468353,0.47237891881843563
20,-0.03463679623379938,0.2674810551978741,0.28768344991010586,0.24765835892853405,0.37957643707761585,0.40216623121185996,0.32199365302967675,0.32199365302967675
21,0.5449019470656505,0.2441688800223795,0.519574989981162,0.30588934691692543,0.33973710962536574,0.3087248966893173,0.5261225458726527,0.4910507476005632
