,0,1,2,3,4,5,6,7
0,0.7476190476190475,0.773809523809524,0.6476190476190476,0.8142857142857143,0.8,0.7833333333333333,0.7976190476190476,0.7833333333333333
1,0.688883580187928,0.800764452938366,0.7584010192705845,0.7941551202420768,0.7424749163879598,0.7533842968625578,0.7879439401178533,0.7848383500557414
2,0.6823308270676692,0.6334586466165415,0.5952380952380952,0.6904761904761905,0.6328320802005012,0.5651629072681704,0.6597744360902256,0.6560150375939849
3,0.6936308372478583,0.6929054987565627,0.5967808786957722,0.7193285437966288,0.7218499585520862,0.7913442940038685,0.6687275490466981,0.6846504559270516
4,0.644875723527409,0.6903302689819544,0.6387470207694926,0.6601974804221995,0.606401089547157,0.7550221314266258,0.6673476336397685,0.6768811712631937
5,0.8381304824561404,0.812171052631579,0.807127192982456,0.8538651315789474,0.8330866228070175,0.8234649122807017,0.8804276315789473,0.8788651315789473
6,0.723117784328175,0.7853260869565217,0.7098532301645788,0.7690985015966594,0.7124785065094571,0.7013786538933924,0.7927413411938099,0.7906226971260133
7,0.7135761589403974,0.8166982024597917,0.8240302743614002,0.7743614001892148,0.7592242194891201,0.8623462630085147,0.8107852412488175,0.846499526963103
8,0.7342359767891683,0.740361057382334,0.6916827852998066,0.7768536428110896,0.7402321083172148,0.764667956157318,0.770728562217924,0.7615731785944553
9,0.8627495291902072,0.81954802259887,0.7695291902071564,0.7505084745762711,0.7828625235404898,0.7557815442561207,0.811487758945386,0.811487758945386
10,0.8156363636363636,0.7154545454545453,0.6565454545454547,0.7863636363636364,0.8396363636363636,0.8130909090909092,0.8156363636363636,0.8036363636363636
11,0.6610147213459516,0.6869085173501578,0.6720557308096741,0.7017613038906415,0.6385821941815633,0.7500438135296179,0.7351910269891342,0.7367683140553803
12,0.602773826458037,0.7298482693219537,0.6207918444760551,0.7430061640587956,0.7267662399241347,0.7336415362731153,0.787339971550498,0.7786865813181603
13,0.6454171562867215,0.6975127301214258,0.6032119075597336,0.6929103016059538,0.6473756365060713,0.722581276929103,0.6319036427732081,0.6526635330983157
14,0.5627240143369175,0.5788530465949822,0.47491039426523296,0.6344086021505376,0.5232974910394266,0.5707885304659499,0.5232974910394266,0.5232974910394266
15,0.7276785714285714,0.7172619047619047,0.742559523809524,0.644345238095238,0.7589285714285714,0.7529761904761905,0.742559523809524,0.7321428571428572
16,0.6931818181818181,0.6335227272727273,0.6789772727272727,0.8607954545454546,0.8011363636363636,0.8607954545454546,0.8153409090909092,0.8607954545454546
17,0.7931818181818183,0.6045454545454546,0.525,0.675,0.5522727272727272,0.6238636363636364,0.6943181818181818,0.6943181818181818
18,0.6319229446164432,0.740454076367389,0.6843825249398005,0.8589611283109735,0.5923632610939112,0.78328173374613,0.7041623667010664,0.7074303405572755
19,0.5982142857142857,0.59375,0.6004464285714286,0.6763392857142857,0.671875,0.6808035714285714,0.7321428571428572,0.7589285714285714
20,0.6416040100250626,0.6257309941520468,0.6102756892230576,0.6927736006683374,0.6445279866332498,0.6232247284878863,0.6654135338345865,0.6693817878028404
21,0.7694753577106518,0.6498410174880763,0.7988871224165343,0.7019077901430842,0.6383147853736089,0.7062798092209858,0.7289348171701112,0.735691573926868
